index,title,category,current_funding_amount,percentage,target_funding_amount,supporter,result,match_cnt,fold
2516,[매운 꿀] 허니소믈리에와 푸드 스타일리스트가 함께 만들다,푸드,8558000,855,1000000,214,1,0,3
2517,[자연스럽게 스며드는 현대물 엑스트라],웹툰 리소스,8550000,855,1000000,172,1,0,3
2518,웹툰 스케치업 - 사건 25시 5탄 - 해킹,웹툰 리소스,8550000,855,10000,171,1,0,2
2519,각각의 공간에 텀블러도 들어가는 각각 텀블러 사각백,잡화,12819000,854,15010,262,1,0,4
2520,몰랑 랜덤 피규어 12종 - 오리지널 드레스업,캐릭터 · 굿즈,8545000,854,10005,176,1,0,2
2521,"인쇄 이야기 : 종이샘플북, 판형포스터",디자인,42710000,854,5000000,1261,1,1,1
2522,"따뜻한 고양이, 온캣 팥찜질팩",홈 · 리빙,2561000,853,3002,84,1,1,2
2523,"선조들의 비밀스러운 주술 모음집, <팔도 비술 사전>",출판,18777000,853,2200000,1168,1,1,1
2524,"DAYDREAM : 백일몽, 일상 속 스며든 상상 포토북",출판,4266000,853,5001,135,1,1,5
2525,"날 주인공으로 만드는 극(劇)적인 향, 애즈프라 드라마향수",향수 · 뷰티,8524500,852,10005,106,1,1,1
2526,YOLOBOOK 트레블러스 저널 패키지,디자인 문구,17044900,852,2000000,406,1,0,2
2527,"내 일주일 흐름을 정리하고, 핵심 성과는 요약하세요.",디자인 문구,12777500,851,1500000,756,1,1,3
2528,디자이너에게 꼭 필요한 33가지 무료 지식,출판,34084000,852,40004,2272,1,0,5
2529,[우주가요]한달의 시간을 담은 '한달반지',주얼리,8515000,851,10005,71,1,0,3
2530,"무성애 이야기, 그 두 번째 이야기!",출판,8513000,851,1000000,511,1,1,2
2531,누구나 쉽게 적용 가능한 클립스튜디오 새 브러쉬,웹툰 리소스,4255000,851,500000,290,1,0,3
2532,간절기에 즐기는 노브라 티와 원피스,의류,8510000,851,10000,116,1,0,4
2533,"길고양이에게 따뜻한 봄을, 따뜻한 봄냥이 뱃지",잡화,12762200,850,1500000,1014,1,1,5
2534,여름의 색을 담은 일러스트북,예술,8501000,850,1000000,276,1,0,3
2535,고려대학교 창작 뮤지컬 동아리 소울메이트 20기 정기공연,공연,850000,850,1000,27,1,0,2
2536,웹툰배경속에 녹아드는 엑스트라 300명 모음,웹툰 리소스,8497000,849,10008,156,1,0,4
2537,소중한 나를 위한 안심 속옷세제 #엑사소프,향수 · 뷰티,5947500,849,7005,222,1,0,5
2538,지루한 일상에 몸부림 하는 <헬리콥터 에이>가 말합니다.,잡화,1698500,849,200000,38,1,0,1
2539,지금 당장 당신의 삶을 변화시킬 수 있는 <습관 노트>,출판,25469700,848,3000000,787,1,0,4
2540,건물 현관문 10종류,웹툰 리소스,4243000,848,5003,295,1,0,4
2541,"어디에서나 당당한 페미니즘, 그 첫번째",캐릭터 · 굿즈,42386115,847,5000000,2214,1,1,1
2542,러브언홀릭 시즌2 & 신규 굿즈 텀블벅,디지털 게임,42373000,847,50027,334,1,0,2
2543,"오, 나의 달콤한 지옥! '페르세포네의 석류' 향수",향수 · 뷰티,16941000,847,20001,356,1,1,2
2544,Martini 웹툰 스케치업 - 예쁜 사극 배경2,웹툰 리소스,8470000,847,10000,77,1,0,4
2545,"올해 마지막 곰털, 집순이의 후리스와 무릎담요",의류,4230500,846,5000,61,1,1,2
2546,"다가온 봄, 어디든 데려 가고픈 부이백",잡화,4229000,845,5004,91,1,1,4
2547,"추석선물, 디카페인 콜드브루 커피를 선물하세요.",푸드,4229000,845,5004,156,1,1,4
2548,"진짜 시작은 1랭크부터, 마비노기 스킬 뱃지 & 보관함",캐릭터 · 굿즈,10147000,845,1200000,171,1,1,4
2549,클레이애니메이션 블러드하이스쿨 2부,영화 · 비디오,4225000,844,5005,183,1,0,2
2550,"<서둘러, 잊지 않습니다>달그락 달그락 애도 에세이",출판,4138200,844,490000,111,1,1,2
2551,충격! 엄청 수상한 마법서점 알고 보니...,보드게임 · TRPG,25334777,844,30017,371,1,0,4
2552,"대한민국의 상징을 달다, ""태극 · 무궁화 뱃지"" 2차",캐릭터 · 굿즈,8443000,844,10003,665,1,1,5
2553,내 취향대로 만드는 토스트백,잡화,4220500,844,500000,111,1,0,5
2554,르네상스 양식의 빌트모어 대저택,웹툰 리소스,8440000,844,10000,91,1,0,4
2555,전적으로 저흴 믿으셔야 합니다. 참지말고 참치하세요!,푸드,4219000,843,500000,124,1,0,1
2556,"선을 넘는 녀석들, 그 유명한 에이든 전국여행지도 MINT",디자인 문구,8437800,843,10009,572,1,1,2
2557,업사이클링 작업과정을 담은 '쓰레기 작업일지',출판,4218000,843,500000,179,1,0,1
2558,[스케치업 웹툰 배경] 병원 배경 패키지,웹툰 리소스,8435000,843,10005,157,1,0,1
2559,"일상이 된 차별의 이유, <만화로 보는 성차별의 역사>",웹툰 · 만화,8428000,842,10009,516,1,1,3
2560,판타지동물,웹툰 리소스,8425000,842,10005,86,1,0,2
2561,The Little Prince #3 - 어린왕자 배지,잡화,1685000,842,2001,91,1,0,5
2562,웹툰 배경 스케치업_중세 고딕 성당,웹툰 리소스,8420000,842,10000,121,1,0,5
2563,TO TEETH PETERSON SAYS.,의류,42095504,841,50054,687,1,0,4
2564,"돌아온 요일티셔츠, 귀차니즘 필수 아이템",의류,8416000,841,1000000,193,1,1,1
2565,쉽고 빠르게 만드는 [웹툰 배경],웹툰 리소스,8415000,841,1000000,252,1,0,2
2566,"공스케이크 두번째 프로젝트, 버터쿠키 시즌 2.",푸드,4205000,841,5000,116,1,1,5
2567,"최종 합격의 시작, <자기소개서 불합격 가이드북>",출판,2059200,840,2451,420,1,1,5
2568,길냥이에게 마법을 걸어주세요 <길고양이 TNR 프로젝트>,캐릭터 · 굿즈,7558666,839,9009,467,1,0,3
2569,미니멀리즘을 통해 바라본 <영화 포스터 다시 그리기>,예술,7557777,839,9008,168,1,0,2
2570,[거품제거 일타쌍피] 매일 다른 포인트. 큐빅귀걸이,주얼리,2519000,839,300000,138,1,0,3
2571,"하얀 티셔츠, 청량함 그리고 [JEAN]",향수 · 뷰티,4197000,839,5002,70,1,1,1
2572,말랑말랑 SD를 그려봐요! 3D포즈집,웹툰 리소스,8391000,839,1000000,184,1,0,5
2573,"럭키백(lucky bag), 한국적인 비단 버킷백",잡화,12584500,838,15017,190,1,1,4
2574,"맥주효모로 만든 맥주샴푸, '안나프라하'",향수 · 뷰티,4194777,838,500000,152,1,1,5
2575,유튜브 페퍼tv 보더콜리 삼둥이 에코백&노트,잡화,16775000,838,2000000,828,1,0,5
2576,"광택, 올나감없이 가볍게 착-붙는 [매일편한 밀착스타킹]",잡화,8383400,838,10004,178,1,1,4
2577,수제 클로티드 크림과 함께 즐기는 잉글리시 크림티 세트,푸드,4191000,838,5001,150,1,0,1
2578,크라프트 코데즈 프리미엄 꿀/멘톨 비누,향수 · 뷰티,11718800,837,14000,442,1,0,2
2579,"가장 예쁜 편지집, <널 담은 책>",디자인 문구,14228500,836,1700000,767,1,1,1
2580,GO4THETOP - DDR SINGLE CONTEST,디지털 게임,1255000,836,150000,34,1,0,5
2581,[엠마인서울] 세 계절 내내 입을 수 있는 코트겸 원피스,의류,4182000,836,5002,24,1,0,2
2582,세상에서 가장 심플한 목걸이 '미니멀펜던트',주얼리,2509000,836,3001,110,1,0,3
2583,칭찬받는 기획서는 알고리즘이 다르다,출판,6018500,835,7207,333,1,0,4
2584,생활방수와 세탁이 가능한 종이가방!,잡화,14200000,835,17005,173,1,0,4
2585,"일주일에 영화 한편, 52주를 기록하는 ""프리즘 레코드북""",디자인 문구,16701300,835,20001,532,1,1,2
2586,소비자와 공장을 잇다: 기능성 섬유탈취제편,홈 · 리빙,20874500,834,2500000,1420,1,0,1
2587,'흑당 호두정과' 맛과 정성을 듬뿍 담은 추석선물세트,푸드,4173000,834,5003,90,1,0,3
2588,네온밀크 티셔츠 <I AM LOVE>,의류,8344000,834,10004,163,1,0,3
2589,당신의 두 손을 편하게 해 줄 '작은 가방 시리즈',잡화,2502000,834,3000,157,1,0,1
2590,우리는 물건이 아닙니다. ‘지각’ 하는 생명체입니다.,의류,6667111,833,8003,409,1,0,4
2591,<EZ2AC : EVOLVE> OST,음악,41659412,833,5000000,571,1,0,1
2592,스케치업 웹툰 배경 [판타지 지하 도시 패키지],웹툰 리소스,8331000,833,10001,79,1,0,1
2593,"배부르게 가벼워지자! 포만감 있는 나트륨킬러 ""호박퓨레""",푸드,16660000,833,2000000,409,1,0,3
2594,시작사의 기묘한 듯 귀여운 듯 기묘한 동물 달력 2022,디자인 문구,27942000,832,33584,1063,1,0,1
2595,믿을 수 없는 7가지 이야기 <아무 사무소의 기이한 수집>,출판,4159100,831,5004,242,1,0,3
2596,소중한 내 노트북을 지켜줄 포근한 '오버액션 노트북파우치',잡화,8300000,830,1000000,176,1,0,1
2597,이후의 삶,출판,16595899,829,2000000,433,1,0,4
2598,"말랑폭신 호오이, 말랑한 꿈속으로 가자!",잡화,4147000,829,5002,79,1,1,3
2599,가격마저 달콤한 정직한 허니팩 (꿀추출물 75% 함유),향수 · 뷰티,8287500,828,10009,357,1,0,4
2600,활용도 좋은 꽃과 잎과 나비,웹툰 리소스,8287000,828,10008,265,1,0,1
2601,200가지 폰트 스타일 모음 - 폰트디자인 고민 끝(한영),디자인,4140000,827,5006,86,1,0,1
2602,"[시즌2] 데일리 감성, 소가죽 플랩 미니지갑",잡화,828000,827,1001,22,1,1,3
2603,"내 손안에 걸어두는 단 하나의 작품, 말루비아 케이스",잡화,2483000,827,3002,59,1,1,4
2604,케장콘인가 뭔가하는 그거 원작 만화 - 김케장 단행본,웹툰 · 만화,16547763,827,2000000,867,1,0,1
2605,"몰랑10주년 기념 한정판패키지 2종 (2,020세트 한정)",캐릭터 · 굿즈,41345000,826,50054,364,1,1,5
2606,"플로움과 함께 언제나 사랑스럽기를, 하트 원석 주얼리 ♡",주얼리,4134400,826,5005,48,1,1,4
2607,"10만원대에 만나는 영원함, 친환경 랩 그로운 다이아몬드",주얼리,12400000,826,15012,67,1,1,5
2608,"여자들이 살아가고, 사랑하는 삶을 기록한 잡지 <디어레즈>",출판,8264000,826,10004,397,1,1,1
2609,"특별한 너에게,발렌타인데이 with 리듬앤바디 [2]",푸드,2478000,826,300000,77,1,1,2
2610,호화 유람선_실내 실외 세트,웹툰 리소스,8257000,825,1000000,62,1,0,4
2611,[스케치업 웹툰] 사극 프로젝트2 - 너와마을편,웹툰 리소스,4128000,825,5003,156,1,0,1
2612,PyCon Korea 2020 한정판 티셔츠,테크 · 가전,8255094,825,10006,139,1,0,5
2613,"상큼함 & 뽀송함, 주황빛 살구 향수 <애프리콧로즈>",향수 · 뷰티,8254500,825,10005,197,1,1,1
2614,"따뜻하고 포근한 니트향을 입어요, 향수 Knitty hug",향수 · 뷰티,8252400,825,10002,192,1,1,3
2615,쉽고 재미있는 덱 빌딩 보드게임 '엘데니아',보드게임 · TRPG,24755000,825,3000000,324,1,0,3
2616,소원을 들어주는 달토끼 [위시래빗] 아트토이&굿즈,캐릭터 · 굿즈,4122000,824,500000,39,1,0,5
2617,지구인들을 위한 14일 코딩 프로젝트 <직코>,테크 · 가전,4121600,824,500000,41,1,0,1
2618,"테이블 계의 깜찍한 트렌스포머, 똑딱 테이블 !",홈 · 리빙,16479000,823,20023,532,1,1,2
2619,지금까지 없었던 '건전한' 마카롱(건강하고 전통미 넘치는),푸드,4119500,823,500000,119,1,0,1
2620,한글교실 할머니들의 손글씨와 함께 하는 감성 홈카페 유리컵,홈 · 리빙,4119000,823,5004,202,1,0,1
2621,죽음과 사랑의 식탁: Sweet diening room,캐릭터 · 굿즈,8235000,823,10006,291,1,0,5
2622,올리브나무로 내면의 희망과 평온함을 찾아보세요.,주얼리,4116000,823,5001,71,1,0,2
2623,"클립스튜디오와 연동되는 캐릭터, 발, 신발 포즈",웹툰 리소스,8226000,822,10007,139,1,2,3
2624,<웹툰배경> 여의도 공원 고화질 이미지로 작업을 편하게!,웹툰 리소스,8226000,822,10007,82,1,0,5
2625,"오카야마산 캔버스로 만든 1950년대 군인 활동화, 캐치볼",잡화,82219404,822,10000000,838,1,1,4
2626,'매듭'으로 피어나는 '세개의 꽃' <연빗 꽃 노리개>,잡화,2466000,822,3000,44,1,0,5
2627,앞으로를 걱정하는 당신을 위한 문답집 <뭐해먹고살지?>,출판,8220000,822,1000000,437,1,0,3
2628,일본군‘위안부’기림일 <W1SH 4 OO>,캐릭터 · 굿즈,16431000,821,2000000,884,1,0,3
2629,"현실판 히어로, 소방관을 위한 뱃지",캐릭터 · 굿즈,1642770,821,200000,225,1,1,2
2630,서바이버 시나리오 확장팩 : THE LAST HOPE,보드게임 · TRPG,5749500,821,7003,257,1,0,1
2631,시각장애인의 그림을 담은 티셔츠,의류,4105800,821,500000,107,1,0,4
2632,"수고했다는 말 대신, 축하한다는 말대신. 안녕 프리지아.",향수 · 뷰티,4105000,821,500000,99,1,1,3
2633,[5차 최종 앵콜] 신티크용 키보드 거치대 STICKEY,홈 · 리빙,4105000,821,5000,157,1,0,5
2634,[줍줍박스] 비닐봉투 이제 버리지 말고 쓰레기통으로 쓰세요,홈 · 리빙,8207900,820,1000000,452,1,0,5
2635,"유기견묘를 지켜주는 캔들, Light For Right",홈 · 리빙,8206001,820,1000000,315,1,1,3
2636,제대로 알고 바르게 먹자! 육류 사전 <고기의 모든 것>,푸드,24607800,820,30009,437,1,0,4
2637,반짝반짝! 금/은장 줄과 장식 소재,웹툰 리소스,4101000,820,5001,236,1,0,4
2638,동래 철거구역 길냥이와 함께 해주세요,캐릭터 · 굿즈,8201500,820,1000000,425,1,0,1
2639,"""세상을 비추는 창"" 마블 코믹스 80년의 역사를 한자리에",웹툰 · 만화,41002000,820,5000000,576,1,0,1
2640,"철공장인과 함께 만든 데스크웨어, 문래동 웨이브(WAVE)",홈 · 리빙,8199300,819,1000000,247,1,1,1
2641,『붕괴3rd』외전 코믹스 『붕괴3rd : 감해편』정식 발매,웹툰 · 만화,49195000,819,6000000,1684,1,0,1
2642,웹툰상생프로젝트#2 전주 전동성당+경주,웹툰 리소스,7370000,818,9009,195,1,0,4
2643,"하루 종일 편안하고 시원하게, 스판덱스 팬딩 팬츠 !",의류,8188500,818,10010,175,1,1,5
2644,향기 유목민을 위한 종결템<만화속에서 보았던 바다의 향기>,향수 · 뷰티,5731600,818,7006,275,1,0,5
2645,"나를 위한 홈카페 디저트, 사브레 쿠키 5종",푸드,2456000,818,3002,65,1,1,2
2646,[어린왕자 향수] 가장 소중한 것은 눈에 보이지 않아,향수 · 뷰티,4092000,818,500000,101,1,0,2
2647,스케치업 웹툰배경 - 성채도시,웹툰 리소스,4085000,817,5000,118,1,0,1
2648,'달주머니손수건' 착한습관의 시작! 올바른 손씻기의 마침표,홈 · 리빙,4083500,816,5004,276,1,0,4
2649,"하나의 귀걸이로 네가지 아름다움을, '4-way 귀걸이'",주얼리,4078100,815,5003,85,1,1,1
2650,핸드메이드 자수 Zip-up 코트,의류,14675000,815,1800000,146,1,0,2
2651,<호밀밭의 파수꾼> 홀든 콜필드 안경의 새로운 버전,잡화,8148000,814,1000000,116,1,0,3
2652,[앵콜] 슬기로운 컵라면 도자기,홈 · 리빙,4072000,814,5002,111,1,0,5
2653,여행자에서 논바이너리 번역책자를 만듭니다!,출판,6327749,814,777000,401,1,0,1
2654,손톱 호강하는 날) 지갑까지 행복한 아르간 큐티클 오일 펜,향수 · 뷰티,5694000,813,700000,444,1,0,4
2655,당신의 향기를 담습니다. 바다의 빛깔을 담은 향수악세사리,잡화,8133000,813,10003,163,1,0,5
2656,재미있는 전략 카드 게임 <픽셀 택틱스>,보드게임 · TRPG,24385000,812,30030,786,1,0,1
2657,"동양 오컬트 - 주술, 봉인, 주문, 사방신 문양 브러쉬",웹툰 리소스,8125000,812,10006,263,1,3,4
2658,봄꽃을 기억하다. 야무진 손끝에서 제작되는 특별한 헤어장식,잡화,1625000,812,2001,45,1,0,4
2659,우리가 여기에 있다: 십대 성매수 피해 여성을 위해,출판,40615946,812,5000000,2055,1,0,1
2660,나를 잊으셨나요? : 위안부 뱃지,캐릭터 · 굿즈,4873300,812,600000,554,1,0,2
2661,［스케치업 웹툰배경］-서해안 등대마을,웹툰 리소스,4060000,811,5006,116,1,0,3
2662,"하루 3분, 동화 속 마법에 빠지다",출판,8114800,811,10005,217,1,1,3
2663,로그 호라이즌 TRPG 한국어판,보드게임 · TRPG,81093000,810,10000000,1236,1,0,3
2664,5월 홍천 양조장 술빚기와 시골집밥 푸디온 봄 미식여행,푸드,4050000,810,5000,29,1,0,1
2665,"스케치업 웹툰, 배경 - 중학교 외관 / 실내",웹툰 리소스,2430000,810,300000,52,1,1,3
2666,[NOT_THE_POINT] 페미니스트들의 첫 번째 외침,캐릭터 · 굿즈,6478000,809,800000,373,1,0,1
2667,두고 두고 소중히할 약속을 담은 반지,주얼리,2429000,809,300000,73,1,0,3
2668,"1395년 조선의 하늘, 대한민국의 시간",잡화,8096500,809,10008,220,1,1,3
2669,"그 시절 우리가 좋아했던 간식,상투과자의 변신[앙금쿠키]",푸드,4048000,809,5003,116,1,1,2
2670,에코백 착! 어깨에 착! 어깨 흘러내림 걱정없는 착착패드,잡화,5667200,809,700000,536,1,0,4
2671,시간을 만지는 시계TYT,잡화,12140000,809,1500000,67,1,0,3
2672,"봄꽃향기 가득, 프리지아+라일락 세트 '블루밍 센츠'",향수 · 뷰티,8092500,809,10003,175,1,1,2
2673,<향기로운 티켓>으로 떠나는 일상 여행 ( ˊᗜˋ),향수 · 뷰티,4046120,809,5001,102,1,0,5
2674,"설날 전, 열흘 동안의 특별한 생활한복! 신:서울",의류,8092000,809,1000000,119,1,1,2
2675,[배트맨 80주년 특별기획] 사악한 배트맨에 맞서라!,웹툰 · 만화,40459000,809,5000000,550,1,0,3
2676,"세 번째 모빌 조명, 귀여운 '향유고래'",홈 · 리빙,8087600,808,10009,193,1,1,4
2677,웹툰 생활배경 동네식당 5종,웹툰 리소스,8085000,808,10006,222,1,0,1
2678,"판타지판 체험 삶의 현장, <판타지 유니버스 직업소개소>",출판,40418000,808,50022,1543,1,1,4
2679,"일년플랜, 한장으로 관리하자! 2022년 포스터 캘린더",디자인 문구,4041500,808,5001,371,1,1,4
2680,#34 쇼콜라띠에의 가나슈 마카롱과 봉봉초콜릿,푸드,4445500,808,5501,127,1,0,4
2681,"카페인은 그만, 향기로 나의 하루를 깨워요-브레인 리프레셔",향수 · 뷰티,12120000,808,1500000,348,1,1,5
2682,러블리하게 봄을 꽃피우기 : '봄빛 플라워 유리볼 귀걸이',주얼리,808000,808,100000,46,1,0,5
2683,한국의 판타지 명작 <하얀 늑대들>,출판,40399890,807,5000000,758,1,0,3
2684,<이미테이션> 오디오드라마와 ‘웹툰 오디오공연’,웹툰 · 만화,80766000,807,10000000,825,1,0,3
2685,신발 속에 넣기만하면 달라지는 몸의 변화: 아치패드,잡화,8075600,807,1000000,155,1,0,1
